Course,CourseTitle,CRN,CourseDates,CourseDays,CourseTimes,Room,CreditHours,Enrolled,AvailableSeats,MaxSeats,ScheduleType,InstructionalMethod,Campus,Instructor,Comments,LACCategory,CourseMaterialType,CourseMaterialCost
MUS264-062,Studio Perform Brass/Perc,20593,01/09/2023 05/07/2023,T,5:00pm-6:15pm,Frasier Hall 0204,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Lauren Varley,,,,
MUS264-064,Studio Perform Brass/Perc,20594,01/09/2023 05/07/2023,W,12:20pm-1:10pm,Frasier Hall 0063,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,John Adler,,,,
MUS264-361,Studio Perform Brass/Perc,21846,01/09/2023 05/07/2023,TBA,TBA,Arranged,00-00,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Steven Vaughn,,,,
MUS264-382,Studio Perform Brass/Perc,21743,01/09/2023 04/30/2023,F,10:10am-11:00am,Frasier Hall 0063,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Shawn Williams,,,,
MUS266-004,Chamber Choir,20381,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Campus Commons 1321,1,0,40,40,Studio Art/Music/Theatre,Face to Face,Main Campus,Jill Burgett,,,,
MUS267-008,University Symphony Orch,20382,01/09/2023 05/07/2023,M W F,2:30pm-4:25pm,Campus Commons 1400,1,0,55,55,Studio Art/Music/Theatre,Face to Face,Main Campus,Andres Jaime Tobon,,,,
MUS268-008,UNC Campus String Orch,20383,01/09/2023 05/07/2023,R,5:00pm-7:00pm,Frasier Hall 0063,1,0,30,30,Studio Art/Music/Theatre,Face to Face,Main Campus,Lindsay Fulcher,,,,
MUS270-041,Individual Instruct Voice,20599,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,15,15,Private Music Instruction,Face to Face,Main Campus,Mary Kathryn Brewer,,,,
MUS270-043,Individual Instruct Voice,20874,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,15,15,Private Music Instruction,Face to Face,Main Campus,William Wilson,,,,
MUS270-044,Individual Instruct Voice,20597,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,15,15,Private Music Instruction,Face to Face,Main Campus,,,,,
MUS270-045,Individual Instruct Voice,20600,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,1,1,Private Music Instruction,Face to Face,Main Campus,Charles Moore,,,,
MUS271-031,Individual Instruct Piano,20655,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Debra Throgmorton,,,,
MUS271-032,Individual Instruct Piano,20653,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lei Weng,,,,
MUS272-372,Ind Instr Folk & Bluegrass,21803,01/09/2023 05/07/2023,TBA,TBA,TBA,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Martin Gilmore,,,,
MUS272-373,Ind Instr Folk & Bluegrass,21817,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Eric Thorin,,,,
MUS273-071,"Ind Instr String,Harp,Gtr",20659,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Sally Murphy,,,,
MUS273-072,"Ind Instr String,Harp,Gtr",20660,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Nathan Fulks,,,,
MUS273-073,"Ind Instr String,Harp,Gtr",20662,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Matthew Dane,,,,
MUS273-076,"Ind Instr String,Harp,Gtr",20664,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,Jason Olson,,,,
MUS273-077,"Ind Instr String,Harp,Gtr",20947,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Stacey Brady,,,,
MUS274-050,Individ Instruct Woodwind,20665,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Tristan Rennie,,,,
MUS274-051,Individ Instruct Woodwind,20867,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,15,15,Private Music Instruction,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS274-052,Individ Instruct Woodwind,20668,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,15,15,Private Music Instruction,Face to Face,Main Campus,James Hall,,,,
MUS274-053,Individ Instruct Woodwind,20666,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Jacobson,,,,
MUS274-054,Individ Instruct Woodwind,20667,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS274-353,Individ Instruct Woodwind,21044,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,Jason Shafer,,,,
MUS275-060,Ind Instruct Brass/Perc,20674,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,H Gray Barrier,,,,
MUS275-061,Ind Instruct Brass/Perc,20670,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,,,,,
MUS275-062,Ind Instruct Brass/Perc,20671,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Varley,,,,
MUS275-064,Ind Instruct Brass/Perc,20672,01/16/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,John Adler,,,,
MUS277-090,Indiv Instr Composition,20678,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Paul Elwood,,,,
MUS277-092,Indiv Instr Composition,21345,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Mixed Face to Face,Main Campus,Louis Drizhal,,,,
MUS280-007,Mixed Concert Choir,20384,01/09/2023 05/07/2023,W F,1:25pm-2:15pm,Frasier Hall 0249,1,0,30,30,Studio Art/Music/Theatre,Face to Face,Main Campus,Jill Burgett,,,,
MUS281-008,Women's Glee Club,20385,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0256,1,0,55,55,Studio Art/Music/Theatre,Face to Face,Main Campus,Janis Chapin,,,,
MUS282-005,University Singers,20386,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Frasier Hall 0256,1,0,40,40,Studio Art/Music/Theatre,Face to Face,Main Campus,Nicholas Newman,,,,
MUS283-041,Studio Perform Voice,21755,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0169,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Mary Kathryn Brewer,,,,
MUS283-043,Studio Perform Voice,21180,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0249,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,William Wilson,,,,
MUS283-044,Studio Perform Voice,21156,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0149,00-00,0,12,12,Studio Art/Music/Theatre,Face to Face,Main Campus,,,,,
MUS283-045,Studio Perform Voice,21753,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0126,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Charles Moore,,,,
MUS283-086,Studio Perform Voice,22904,01/09/2023 05/07/2023,W,12:20pm-1:10pm,Campus Commons 1321,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS283-442,Studio Perform Voice,22036,01/09/2023 04/30/2023,TBA,TBA,Arranged,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,"Kristi Muzzio, Jonathan Espinoza, Conner Williams",,,,
MUS285-019,Perf in Opera Theatre,22922,01/09/2023 05/07/2023,W F,3:35pm-6:20pm,Frasier Hall 0090,1,0,25,25,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Luedloff,,,,
MUS286-012,Scene Studies in Opera,20584,01/09/2023 05/07/2023,M,6:50pm-8:45pm,Frasier Hall 0204,1,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Luedloff,,,,
MUS288-008,Concert Band,20585,01/09/2023 05/07/2023,T R,5:00pm-6:15pm,Frasier Hall 0090,1,0,75,75,Studio Art/Music/Theatre,Face to Face,Main Campus,Wesley Broadnax,,,,
MUS290-006,Symphonic Band,20586,01/09/2023 05/07/2023,T R,2:00pm-4:45pm,Campus Commons 1400,1,0,80,80,Studio Art/Music/Theatre,Face to Face,Main Campus,Daniel Farr,,,,
MUS291-004,Wind Ensemble,20403,01/09/2023 05/07/2023,T R,11:00am-1:45pm,Campus Commons 1400,1,0,25,25,Studio Art/Music/Theatre,Face to Face,Main Campus,Wesley Broadnax,,,,
MUS293-071,Studio Perf Stg/Harp/Guit,20405,01/09/2023 04/30/2023,T,3:30pm-4:45pm,Frasier Hall 0204,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Sally Murphy,,,,
MUS293-072,Studio Perf Stg/Harp/Guit,20406,01/09/2023 04/30/2023,T,3:30pm-4:45pm,Frasier Hall 0090,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathan Fulks,,,,
MUS293-073,Studio Perf Stg/Harp/Guit,21848,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0204,00-00,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Matthew Dane,,,,
MUS293-074,Studio Perf Stg/Harp/Guit,20679,01/09/2023 04/30/2023,T,3:30pm-4:45pm,Frasier Hall 0126,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Nicholas Recuber,,,,
MUS293-076,Studio Perf Stg/Harp/Guit,20680,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0168,00-00,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Jason Olson,,,,
MUS293-077,Studio Perf Stg/Harp/Guit,21751,01/09/2023 05/07/2023,TBA,TBA,Arranged,00-00,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Stacey Brady,,,,
MUS293-078,Studio Perf Stg/Harp/Guit,21199,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0204,00-00,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Sarah Off-Fixmer,,,,
MUS293-370,Studio Perf Stg/Harp/Guit,22066,01/09/2023 04/30/2023,T,3:30pm-4:20pm,Frasier Hall 0058,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Ronald Lynam,,,,
MUS294-050,Studio Perform Woodwinds,20681,01/09/2023 05/07/2023,M,5:30pm-6:30pm,Frasier Hall 0026,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Tristan Rennie,,,,
MUS294-051,Studio Perform Woodwinds,20682,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Kepner Hall 2050,00-00,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS294-052,Studio Perform Woodwinds,20684,01/09/2023 05/07/2023,M,1:25pm-2:15pm,Frasier Hall 0204,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,"Sophia Tegart, Jessica Morrow",,,,
MUS294-053,Studio Perform Woodwinds,20944,01/09/2023 04/30/2023,M,1:25pm-2:15pm,Frasier Hall 0249,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Lauren Jacobson,,,,
MUS294-054,Studio Perform Woodwinds,20683,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0058,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS294-088,Studio Perform Woodwinds,21741,01/09/2023 04/30/2023,F,10:10am-11:00am,Arranged 0000,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Andrew Janak,Synchronous Online - This course will include virtual meetings on the days and times indicated on the schedule. Support available at www.unco.edu/Canvas.,,,
MUS301-003,18th Cent Counterpoint,20862,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0169,3,0,15,15,Lecture,Face to Face,Main Campus,Michael Oravitz,,,,
MUS307-003,Hist of Insts & Inst Prac,20445,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Frasier Hall 0126,3,0,20,20,Lecture,Face to Face,Main Campus,Jonathan Bellman,,,,
MUS310-003,Tchg Gen Mus Elem,21854,01/09/2023 05/07/2023,T R,9:30am-10:20am,Frasier Hall 0126,2,0,20,20,Lecture,Face to Face,Main Campus,Kris Pierce,,,,
MUS313-004,Digital Composition,20732,01/09/2023 05/07/2023,T R,2:00pm-2:50pm,Frasier Hall 0083,2,0,10,10,Lecture,Face to Face,Main Campus,Socrates Garcia,,,,
MUS314-004,Guitar in the Classroom,21702,01/09/2023 05/07/2023,W F,11:15am-12:05pm,Frasier Hall 0256,1,0,20,20,Laboratory,Face to Face,Main Campus,Jason Olson,,,,
MUS320-002,Wind Liter Ped & Cond,20452,01/09/2023 05/07/2023,T R,8:00am-8:50am,Frasier Hall 0063,2,0,20,20,Lecture,Face to Face,Main Campus,Daniel Farr,,,,
MUS324-002,Chorl Cond & Pedag El/Sec,20454,01/09/2023 05/07/2023,T R,8:00am-9:15am,Frasier Hall 0256,2,0,20,20,Lecture,Face to Face,Main Campus,Janis Chapin,,,,
MUS325-003,Chor Meth Lit Elm Sec Sch,20455,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0256,2,0,40,40,Lecture,Face to Face,Main Campus,Janis Chapin,,,,
MUS327-009,Analysis of Jazz Styles,22065,01/09/2023 05/07/2023,M W,3:35pm-4:25pm,Guggenheim Hall 0002,2,0,0,0,Lecture,Face to Face,Main Campus,,,,,
MUS328-003,Jazz Improvisation II,20457,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0063,2,0,20,20,Lecture,Face to Face,Main Campus,Steven Kovalcheck,,,,
MUS331-003,Orch/Str Ped & Lit,20458,01/09/2023 05/07/2023,M W,9:05am-9:55am,Frasier Hall 0204,2,0,20,20,Lecture,Face to Face,Main Campus,Lindsay Fulcher,,,,
MUS332-007,Beyond Talent Career Dev,21513,01/09/2023 05/07/2023,T R,2:00pm-2:50pm,Frasier Hall 0126,2,0,20,20,Lecture,Face to Face,Main Campus,Sarah Off-Fixmer,,,,
MUS334-008,Acting for Singers,20466,01/09/2023 05/07/2023,R,3:30pm-4:45pm,Frasier Hall 0204,2,0,20,20,Lecture,Face to Face,Main Campus,Brian Luedloff,,,,
MUS338-004,French/Italian Art Song,21147,01/09/2023 05/07/2023,T R,11:00am-11:50am,TBA,2,0,15,15,Lecture,Face to Face,Main Campus,Charles Moore,Synchronous Online - This course will include virtual meetings on the days and times indicated on the schedule. Support available at www.unco.edu/Canvas.,,,
MUS347-004,Advanced Arranging,21324,01/09/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0168,2,0,15,15,Lecture,Face to Face,Main Campus,Drew Zaremba,,,,
MUS349-004,Accompanyng & Coachng II,20475,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Frasier Hall 0058,2,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,,,,,
MUS353-005,Piano Pedagogy II,20580,01/09/2023 05/07/2023,T R,12:30pm-1:20pm,Arranged 0000,2,0,10,10,Lecture,Face to Face,Main Campus,Charlotte Mills,Synchronous Online - This course will include virtual meetings on the days and times indicated on the schedule. Support available at www.unco.edu/Canvas.,,,
MUS354-002,Advanced Recording Techniques,22016,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0094,2,0,15,15,Lecture,Face to Face,Main Campus,Socrates Garcia,,,,
MUS354-012,Advanced Recording Techniques,21169,01/09/2023 05/07/2023,T R,8:00am-8:50am,Frasier Hall 0094,2,0,15,15,Lecture,Face to Face,Main Campus,Socrates Garcia,,,,
MUS361-005,Single Reed & Flute Class,20479,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Frasier Hall 0026,1,0,24,24,Laboratory,Face to Face,Main Campus,Kristina Weimer,,,,
MUS361-008,Single Reed & Flute Class,21664,01/09/2023 05/07/2023,M W,2:30pm-3:20pm,Frasier Hall 0026,1,0,24,24,Laboratory,Face to Face,Main Campus,Kristina Weimer,,,,
MUS362-004,Double Reed Class,20480,01/09/2023 04/30/2023,M W,10:10am-11:00am,Frasier Hall 0204,1,0,15,15,Laboratory,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS365-004,Percussion Techniques,23377,01/09/2023 05/07/2023,T R,11:00am-11:50am,Frasier Hall 0063,1,0,30,30,Laboratory,Face to Face,Main Campus,H Gray Barrier,,,,
MUS369-005,Brass Techniques II,23041,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0063,1,0,25,25,Laboratory,Face to Face,Main Campus,Kristina Weimer,,,,
MUS401-002,Music Theory Review,20933,01/09/2023 05/07/2023,T R,8:00am-9:15am,Frasier Hall 0026,2,0,10,10,Lecture,Face to Face,Main Campus,Todd Swingle,,,,
MUS402-002,Aural Skills Review,20934,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0126,1,0,10,10,Lecture,Face to Face,Main Campus,Todd Swingle,,,,
MUS404-002,Instr Jazz Methods Mat,20919,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0090,2,0,40,40,Lecture,Face to Face,Main Campus,Brian Casey,,,,
MUS405-009,Music Production,21256,01/09/2023 05/07/2023,M W,9:05am-9:55am,Frasier Hall 0083,2,0,10,10,Lecture,Face to Face,Main Campus,Socrates Garcia,,,,
MUS414-001,Transition Capstone MusEd,23759,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,20,20,Lecture,Mixed Face to Face,Main Campus,,,,,
MUS420-004,Jazz Guitar Ensemble,20734,01/16/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0063,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Denin Koch,,,,
MUS421-004,Birdland Combo,20729,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Casey,,,,
MUS421-006,Combo Forum,20483,01/09/2023 05/07/2023,W,12:20pm-1:10pm,Arranged 0000,1,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,"Drew Zaremba, Erik Applegate, Dana Landry",,,,
MUS421-009,Smoke Combo,22014,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Claxton,,,,
MUS421-014,Vanguard Combo,21327,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Erik Applegate,,,,
MUS424-004,Verve,21171,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Campus Commons 1321,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS424-006,Vocal Lab,20489,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS424-007,NoCoVo,20490,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Campus Commons 1321,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS425-005,Lab I,20493,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Campus Commons 1400,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Dana Landry,,,,
MUS425-007,Lab II,20498,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Frasier Hall 0090,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,James White,,,,
MUS425-015,Lab III,20499,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Shawn Williams,,,,
MUS425-017,Funk/Soul Band,20501,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Frasier Hall 0063,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Claxton,,,,
MUS425-027,Bop Shop,20503,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,TBA,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Casey,,,,
MUS426-050,Orchestral Excerpts,20691,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Tristan Rennie,,,,
MUS426-053,Orchestral Excerpts,20692,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Lauren Jacobson,,,,
MUS426-054,Orchestral Excerpts,20693,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Timothy Gocklin,Synchronous Online - This course will include virtual meeting days and times to be arranged.,,,
MUS426-060,Orchestral Excerpts,20685,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Stacey Brady,,,,
MUS426-061,Orchestral Excerpts,21570,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathaniel Wickham,,,,
MUS426-062,Orchestral Excerpts,20928,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Lauren Varley,,,,
MUS426-071,Orchestral Excerpts,20687,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,7,7,Studio Art/Music/Theatre,Face to Face,Main Campus,Sally Murphy,,,,
MUS426-073,Orchestral Excerpts,20689,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Matthew Dane,,,,
MUS426-074,Orchestral Excerpts,20686,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,3,3,Studio Art/Music/Theatre,Face to Face,Main Campus,Nicholas Recuber,,,,
MUS426-077,Orchestral Excerpts,20690,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Stacey Brady,,,,
MUS426-464,Orchestral Excerpts,21537,01/09/2023 05/07/2023,M,11:15am-12:05pm,Frasier Hall 0256,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Philip Hembree,,,,
MUS429-006,Contemp Music Ensemble,21733,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Frasier Hall 0090,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,,,,,
MUS430-009,Classical Guitar Ensemble,20720,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0249,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Jason Olson,,,,
MUS430-032,Small Ensembles & Chamber Mus,20717,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Lei Weng,,,,
MUS430-050,Small Ensembles & Chamber Mus,20694,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,25,25,Studio Art/Music/Theatre,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS430-051,Small Ensembles & Chamber Mus,20697,01/16/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS430-060,Percussion Ensemble,21736,01/09/2023 05/07/2023,T R,5:00pm-7:30pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,H Gray Barrier,,,,
MUS430-061,Trombone Choir,20515,01/09/2023 05/07/2023,M,4:40pm-6:20pm,Frasier Hall 0063,1,0,25,25,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathaniel Wickham,,,,
MUS430-063,Tuba and Euphonium Choir,21558,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Troy Rowlands,,,,
MUS430-064,Trumpet Choir,20513,01/09/2023 05/07/2023,M W,4:40pm-5:50pm,Frasier Hall 0249,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,John Adler,,,,
MUS430-070,Small Ensembles & Chamber Mus,21190,01/09/2023 04/30/2023,TBA,TBA,Arranged,1,0,25,25,Studio Art/Music/Theatre,Face to Face,Main Campus,Sally Murphy,,,,
MUS430-078,Small Ensembles & Chamber Mus,20581,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Matthew Dane,,,,
MUS430-360,World Music Ensemble,21897,01/09/2023 05/07/2023,F,1:25pm-2:15pm,Frasier Hall 0126,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Benjamin Cefkin,,,,
MUS430-370,Small Ensembles & Chamber Mus,22561,01/09/2023 04/30/2023,M,5:30pm-7:30pm,Frasier Hall 0256,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Martin Gilmore,,,,
MUS431-031,Music Lessons,21587,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Debra Throgmorton,,,,
MUS431-035,Music Lessons,21522,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Adam Zukiewicz,,,,
MUS431-045,Music Lessons,21811,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Charles Moore,,,,
MUS431-051,Music Lessons,21489,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Dahlke,Synchronous Online - This course will include virtual meetings on the days and times indicated on the schedule. Support available at www.unco.edu/Canvas.,,,
